,Pressure Sensor,Temperature Sensor,Flow Sensor,Vibration Sensor,Gas Sensor,Position Sensor,Tension Sensor,Acoustic Sensor,Humidity Sensor,Optical Sensor,Magnetic Sensor,Seismic Sensor,Chemical Sensor,Rate of Penetration Sensor,Weight on Bit Sensor,RPM Sensor,Leak Detection Sensor,Corrosion Sensor,Location,Timestamp
9584,17589.68,576.1,2024.167,29.215,55.798,68.653,465.272,14901.428,19.476,448.686,5.082,0.661,44.472,134.219,76049.087,43.017,1.664,1.687,Site-4,2022-04-11
9585,5767.067,469.622,255.646,14.28,362.136,137.526,229.335,6180.5,82.51,506.867,8.388,0.592,71.431,147.752,4515.575,480.036,4.712,7.346,Site-46,2022-11-09
9586,5823.854,84.517,7343.165,41.989,109.56,242.528,292.703,9008.729,1.141,465.127,2.442,1.039,42.063,22.597,24632.249,379.5,9.848,0.196,Site-22,2020-11-11
9587,2875.779,49.447,8553.728,38.378,92.696,36.931,199.687,12175.615,6.757,601.914,1.365,0.911,29.838,58.784,45658.29,220.036,5.741,2.206,Site-47,2020-09-22
9588,10865.798,42.553,3831.503,7.742,15.456,98.073,304.669,16140.122,53.189,615.275,7.88,0.208,60.384,156.648,30009.395,256.134,7.002,0.31,Site-46,2021-07-19
9589,8585.659,58.177,3807.366,20.656,657.718,238.269,47.506,7283.367,66.387,604.245,3.911,1.644,18.481,157.395,25657.695,370.245,8.819,5.554,Site-15,2021-07-26
9590,12623.233,110.133,7350.407,3.955,154.026,69.04,313.031,11724.159,4.183,496.813,1.793,1.537,84.011,114.071,49172.104,362.426,8.842,8.318,Site-18,2021-09-16
9591,17537.53,247.155,5684.517,8.498,250.913,359.952,401.909,1146.257,60.66,631.153,7.766,1.998,51.848,147.423,45023.002,329.954,8.483,7.913,Site-5,2020-02-04
9592,13334.557,309.796,7515.309,22.463,998.952,127.603,398.104,13806.678,16.43,684.906,0.671,0.934,50.512,88.08,27253.98,423.516,5.548,0.251,Site-18,2020-10-13
9593,13728.639,69.843,3400.031,25.194,197.322,230.03,32.347,10633.63,19.259,501.769,6.348,1.62,60.135,8.856,64450.359,127.133,9.209,9.025,Site-24,2023-07-22
9594,16822.245,442.235,2635.359,45.971,259.077,253.458,175.899,15124.909,63.674,634.807,3.22,1.357,9.208,12.676,33714.691,310.779,5.549,5.598,Site-50,2021-11-18
9595,6643.571,-13.274,1099.861,41.737,860.484,92.582,94.7,42.048,39.357,458.425,4.935,0.469,42.207,177.171,5993.579,139.974,9.912,8.853,Site-29,2021-03-12
9596,11505.065,191.241,7667.383,29.006,983.103,186.191,319.926,9417.375,53.071,576.451,2.306,1.942,84.543,21.581,35746.456,234.981,9.26,6.813,Site-6,2020-01-24
9597,11634.614,-14.481,3535.419,5.764,410.608,101.887,323.348,9763.527,78.149,572.669,1.893,0.096,29.241,104.601,29450.068,108.626,7.51,1.199,Site-25,2020-12-17
9598,12162.739,487.187,635.946,32.749,398.782,252.915,23.478,18398.291,72.841,574.686,7.225,0.749,3.863,150.589,83619.762,57.369,7.767,9.031,Site-10,2020-05-24
9599,18084.082,463.642,1268.158,19.238,578.208,113.169,278.063,19585.278,26.34,491.883,8.091,0.318,87.984,54.603,62263.327,59.64,5.221,1.378,Site-2,2023-03-27
9600,3448.765,244.709,1079.658,3.247,936.149,194.254,294.851,13174.226,80.664,545.889,6.282,1.346,61.282,27.355,74473.214,439.731,3.099,9.784,Site-34,2020-12-02
9601,7894.371,130.953,3478.319,32.35,776.059,269.238,478.492,10602.27,45.258,598.889,1.021,0.861,28.639,113.368,30506.754,219.71,7.102,2.761,Site-32,2020-07-19
9602,11184.505,52.172,3758.989,37.401,855.646,6.343,301.486,18965.026,21.318,691.028,6.581,1.349,93.002,149.524,87807.58,303.892,9.698,9.486,Site-39,2021-11-18
9603,18347.376,38.288,6500.669,27.84,533.05,98.618,409.212,14945.556,35.283,519.621,2.502,0.046,45.895,33.939,52884.341,219.484,8.204,5.562,Site-13,2020-02-21
9604,10776.421,535.323,8057.218,7.962,926.941,224.172,343.676,11004.955,91.429,585.162,3.245,0.685,4.299,189.267,11659.021,425.137,3.174,0.554,Site-22,2022-03-14
9605,6509.049,485.642,4050.26,33.582,909.651,323.457,84.187,15331.273,5.537,657.644,5.002,0.856,98.105,17.256,8340.865,147.496,8.412,5.611,Site-41,2022-02-08
9606,7400.086,512.975,7915.422,7.74,831.308,311.204,222.662,12953.239,53.554,626.276,2.17,0.416,18.178,139.458,73395.438,149.967,6.85,3.524,Site-14,2021-05-04
9607,779.311,533.152,3275.805,47.574,217.623,19.018,107.641,9694.376,78.76,522.539,6.405,1.024,62.578,8.482,7380.379,272.188,0.815,6.702,Site-24,2021-03-29
9608,11771.287,576.697,9047.652,32.572,492.568,59.512,247.492,15657.632,98.461,661.436,4.864,0.105,12.184,53.005,58391.124,128.589,5.301,4.874,Site-21,2021-09-28
9609,18659.999,-46.101,9147.636,26.464,627.464,101.132,261.263,19855.381,0.297,554.366,0.412,0.144,59.573,64.365,73997.957,469.308,9.472,8.126,Site-46,2020-08-16
9610,14936.458,336.001,4508.918,38.05,217.213,148.696,326.287,18902.604,75.403,590.685,2.308,0.907,14.085,93.236,84205.672,474.683,7.329,9.591,Site-6,2020-04-08
9611,14493.223,211.392,1959.355,23.869,891.118,318.092,259.699,15896.896,9.759,456.843,6.079,1.742,51.934,43.124,5241.38,417.832,9.385,6.35,Site-1,2022-03-16
9612,18629.883,483.364,8729.735,37.451,625.667,355.984,478.475,5086.634,95.807,665.716,5.445,0.643,7.562,103.038,70874.687,271.981,4.602,7.317,Site-21,2022-07-17
9613,3385.544,40.714,270.314,12.431,696.778,69.077,193.549,3740.303,10.522,566.37,6.969,0.474,45.972,17.514,93700.149,112.06,3.971,8.48,Site-45,2022-04-26
9614,485.177,453.545,8167.227,7.24,434.355,264.466,91.505,421.366,72.059,517.708,6.465,0.357,12.694,195.162,63623.198,35.193,1.637,0.631,Site-38,2021-01-03
9615,4436.359,469.834,6947.415,27.913,817.266,289.074,221.699,3318.899,46.478,603.326,7.285,0.433,32.492,193.191,41149.061,490.543,7.813,5.359,Site-43,2020-09-24
9616,707.034,359.187,5598.399,45.295,56.664,147.045,108.552,1495.975,32.03,488.504,4.421,0.801,86.131,55.916,93508.295,296.756,1.55,7.874,Site-17,2022-05-25
9617,7692.007,503.775,33.383,21.771,867.463,241.553,88.014,4156.577,8.572,420.564,6.885,1.11,60.346,66.961,99862.937,271.393,7.43,5.458,Site-41,2023-02-25
9618,17262.392,459.283,5440.932,44.379,14.726,247.642,101.196,6408.332,56.185,695.055,3.735,1.591,59.389,8.66,13670.347,282.575,1.46,5.941,Site-34,2021-07-28
9619,1812.675,517.589,4664.567,48.638,280.83,264.288,0.474,3490.413,54.877,672.994,9.448,0.849,85.708,104.517,26214.86,150.445,4.21,7.837,Site-11,2023-06-12
9620,19173.623,259.299,9646.822,3.758,393.747,35.287,419.071,19002.472,92.729,522.29,8.339,0.112,4.75,69.301,63506.74,479.352,9.606,0.172,Site-2,2020-03-19
9621,15434.821,264.836,391.871,7.803,467.037,277.426,288.007,7784.97,23.239,455.459,0.686,1.088,85.071,26.946,59789.437,483.734,7.305,2.385,Site-12,2022-12-10
9622,7231.892,581.313,3434.788,36.711,555.47,226.931,36.589,17313.416,30.434,594.587,6.394,1.313,4.633,35.698,4129.192,241.422,1.579,3.824,Site-16,2023-01-11
9623,9892.527,558.611,614.312,33.929,915.882,304.238,254.435,1509.662,95.901,510.25,8.117,1.159,64.284,24.006,64007.218,266.44,6.762,3.235,Site-12,2022-07-23
9624,2965.762,199.178,6039.351,49.699,642.949,302.367,455.211,4850.94,19.809,434.059,0.797,1.235,8.092,182.147,57532.641,412.739,8.136,3.808,Site-50,2021-04-10
9625,12948.897,158.66,8397.387,48.505,362.107,206.713,96.897,13237.986,45.577,545.111,8.401,0.049,7.136,177.715,4871.568,387.669,2.786,0.431,Site-8,2022-04-05
9626,4309.52,116.183,7039.919,41.156,649.584,40.673,2.752,6477.59,98.278,452.881,9.711,1.397,45.221,45.487,90677.021,74.79,6.549,10.0,Site-2,2021-11-30
9627,13576.113,14.931,3784.147,6.434,738.603,311.912,71.499,11752.677,41.151,504.475,7.71,0.595,19.104,58.154,49266.408,249.753,4.478,8.429,Site-33,2023-05-17
9628,1820.298,57.539,7999.955,28.149,295.212,29.095,66.721,18952.225,94.519,553.693,0.707,1.168,44.088,180.811,82556.833,96.913,9.364,1.876,Site-45,2020-03-19
9629,15225.904,107.927,1527.376,39.782,138.661,212.902,250.554,5624.803,78.07,474.752,8.331,1.753,70.721,24.547,54706.565,264.254,8.823,1.579,Site-46,2022-03-21
9630,8343.269,134.754,7559.88,21.988,422.141,187.49,164.592,12329.697,30.272,418.208,3.224,1.0,87.859,128.088,32012.257,198.799,7.755,8.891,Site-46,2021-05-23
9631,10314.792,11.751,9986.616,27.079,622.411,217.68,409.168,19163.231,21.121,424.233,2.479,1.498,75.18,150.979,68240.724,262.451,8.553,4.455,Site-41,2023-03-05
9632,12354.081,-16.688,283.45,24.519,174.12,46.545,216.494,16776.258,22.106,697.949,8.141,1.015,82.219,67.971,12683.914,1.485,1.159,7.255,Site-5,2020-11-04
9633,11859.282,250.683,5840.14,31.879,776.186,43.918,322.411,850.205,21.279,688.955,2.926,0.166,51.572,93.798,26399.588,314.675,6.955,7.395,Site-16,2021-12-08
9634,2440.867,485.653,3289.825,3.963,986.774,53.552,284.846,3562.588,3.685,636.867,3.554,0.61,56.538,93.975,80159.69,179.179,7.351,0.916,Site-22,2022-04-26
9635,9443.189,455.564,9899.388,47.675,152.497,52.412,90.317,1117.824,14.215,612.391,3.055,1.266,55.177,18.977,78812.228,142.242,8.294,3.196,Site-48,2022-11-21
9636,13617.973,22.072,5720.42,21.525,534.58,327.564,158.013,8690.062,29.916,674.574,5.49,1.125,0.872,177.386,15168.473,229.078,2.356,9.897,Site-49,2023-10-12
9637,4939.971,280.309,3367.525,12.209,786.312,57.136,77.46,7354.177,4.295,666.572,8.542,0.366,75.009,154.143,7557.653,294.827,3.074,6.492,Site-37,2022-04-21
9638,93.603,419.078,6092.503,11.594,495.676,55.903,11.624,1703.338,43.008,610.882,6.274,1.144,34.827,87.14,98545.526,395.853,3.566,0.352,Site-45,2022-12-18
9639,8884.69,233.118,1530.09,8.425,177.299,206.989,202.839,17623.445,55.477,629.112,8.799,0.504,73.631,127.902,91969.746,143.564,9.424,2.638,Site-6,2023-03-10
9640,2002.979,28.371,3255.142,29.589,360.889,114.728,474.654,11440.841,23.386,538.049,1.752,1.852,49.596,189.572,84019.491,183.904,0.571,1.275,Site-7,2020-05-15
9641,2025.758,67.601,413.942,37.614,840.992,312.92,469.851,6027.107,3.103,583.408,7.817,1.488,69.382,178.929,78863.845,8.516,0.499,3.04,Site-18,2020-01-31
9642,4253.16,3.991,8454.441,29.802,132.302,309.513,133.539,11251.901,4.197,669.225,6.9,1.206,9.004,59.121,18312.327,349.32,2.342,8.219,Site-6,2020-11-25
9643,17813.142,-36.02,1868.974,33.971,713.065,358.069,357.016,288.655,28.474,534.945,5.527,1.494,8.98,12.269,8220.37,46.443,9.433,7.549,Site-48,2020-03-16
9644,12659.045,387.285,4592.278,20.501,635.117,90.095,208.762,5111.185,35.608,608.061,0.844,1.395,94.82,53.107,68138.481,441.031,4.224,0.21,Site-23,2023-01-21
9645,1648.775,112.264,5079.72,22.941,159.894,222.825,107.793,3618.645,96.845,529.569,9.644,1.06,80.982,54.347,77269.551,41.164,8.029,2.55,Site-20,2023-09-13
9646,7982.284,517.473,6452.274,1.045,164.677,129.511,89.55,6218.948,26.499,536.139,4.829,1.127,50.191,146.226,22671.021,271.743,5.112,6.348,Site-11,2022-07-14
9647,16083.657,482.642,4513.435,16.036,401.994,242.224,10.682,12686.94,80.992,462.486,2.997,1.311,15.201,63.631,75965.946,245.032,6.522,0.122,Site-15,2020-11-30
9648,1939.888,313.304,2910.88,38.053,909.536,265.413,413.412,13790.404,20.228,538.058,3.106,0.257,91.548,92.194,55313.492,305.187,7.028,8.612,Site-14,2021-11-03
9649,18929.708,112.136,4837.457,15.721,285.436,197.503,177.886,19491.054,81.605,661.817,2.985,0.587,14.398,168.665,40326.124,475.464,6.255,0.552,Site-46,2021-12-16
9650,2256.447,247.598,9275.544,17.608,496.776,351.44,306.672,13243.862,82.326,474.106,9.819,1.679,70.017,114.876,10985.894,416.713,3.817,0.626,Site-9,2020-04-19
9651,15339.335,519.162,9196.944,47.308,92.933,225.951,272.011,5576.858,10.939,569.752,8.669,0.422,26.697,57.094,25781.527,255.391,3.919,2.729,Site-18,2020-05-31
9652,6454.671,407.109,6590.342,44.392,570.182,216.003,245.98,12091.513,24.202,598.514,2.512,0.082,79.684,198.493,85710.295,178.436,8.606,2.108,Site-18,2020-06-08
9653,16154.624,190.95,7779.511,38.043,811.682,97.261,21.123,4657.666,67.52,567.612,6.521,1.378,49.246,39.422,46118.285,386.026,0.633,3.197,Site-20,2022-09-02
9654,12898.595,306.961,298.298,13.656,829.932,123.783,463.959,6265.93,54.453,691.732,2.398,0.351,58.468,104.217,65352.221,262.736,1.069,4.872,Site-27,2020-12-23
9655,12778.799,365.678,734.418,7.843,8.945,24.04,445.752,9240.37,73.425,454.716,6.976,1.289,38.09,22.979,13179.862,267.008,6.497,1.06,Site-16,2023-11-19
9656,1899.214,147.984,8070.047,2.886,699.08,275.931,2.39,18520.184,76.105,508.772,8.163,1.053,90.953,82.516,91198.883,432.886,8.602,4.963,Site-45,2021-04-27
9657,14935.7,-30.722,7217.641,34.596,456.96,307.853,461.141,16894.431,98.977,455.188,2.668,1.033,36.607,198.348,74775.821,318.821,8.711,6.343,Site-29,2020-05-01
9658,8563.951,88.806,9054.184,25.682,200.888,54.701,4.754,4140.306,39.114,698.267,3.587,1.658,43.798,136.923,26488.022,193.972,5.44,2.335,Site-45,2023-01-28
9659,13526.302,589.418,4281.811,35.707,328.26,230.143,256.622,8086.295,82.159,568.773,4.944,0.643,60.941,92.433,3892.381,322.252,4.054,5.465,Site-33,2023-10-07
9660,4440.596,85.374,9655.605,47.442,387.865,335.29,444.586,7687.996,61.302,472.978,5.136,1.104,20.332,24.752,42042.249,323.936,4.496,9.521,Site-28,2022-11-21
9661,13477.976,360.414,8567.213,37.373,531.729,248.616,145.125,4365.455,60.14,627.123,9.178,0.73,78.562,46.707,40903.38,160.841,1.066,6.311,Site-44,2023-01-29
9662,3692.938,38.75,4175.646,43.254,790.012,232.624,100.414,14461.231,73.802,647.241,0.299,0.684,84.009,120.692,5223.232,182.78,9.924,3.828,Site-19,2021-04-19
9663,12746.45,491.714,9539.94,10.948,390.87,177.373,432.439,9540.713,6.694,485.81,3.81,0.928,11.216,67.806,64800.839,191.191,8.979,7.054,Site-34,2022-08-22
9664,3939.977,323.57,9985.395,8.179,299.944,45.473,70.794,14789.963,75.841,582.666,4.799,0.049,26.754,2.644,64701.486,412.904,5.314,0.439,Site-26,2022-10-26
9665,11021.574,521.712,2101.259,17.26,578.119,40.882,365.292,12005.754,13.026,491.632,8.328,0.145,98.26,56.016,11436.24,1.016,4.351,6.14,Site-37,2022-10-28
9666,15930.025,78.446,485.351,39.417,671.131,172.372,89.41,19239.759,96.242,462.832,0.457,0.362,78.932,16.237,21963.057,116.222,9.021,1.164,Site-38,2020-12-17
9667,18453.027,31.128,9812.342,5.69,443.452,119.987,29.269,2956.787,98.389,688.456,2.121,0.883,34.738,163.001,20465.34,310.056,2.333,1.267,Site-43,2021-10-25
9668,10816.743,239.818,9497.892,41.483,193.716,189.901,380.842,140.801,97.635,679.201,0.948,1.755,9.557,107.195,68164.292,4.757,9.516,8.604,Site-21,2022-03-04
9669,5345.827,262.52,7718.393,41.133,947.987,33.622,242.639,19095.468,29.661,616.089,8.943,0.119,20.816,46.298,67080.231,197.463,2.625,6.733,Site-33,2022-11-19
9670,2527.776,279.926,6910.342,7.03,467.86,51.029,365.52,13893.255,18.43,686.691,0.87,1.888,20.506,10.011,78733.164,85.095,8.326,6.517,Site-45,2022-06-14
9671,16393.574,409.667,5106.868,28.735,742.238,111.358,383.372,16498.576,96.003,459.929,8.602,1.698,76.255,9.897,98256.971,349.25,4.758,4.54,Site-15,2023-05-07
9672,13144.37,410.911,7676.94,16.825,555.069,323.605,495.768,17964.155,65.187,605.099,1.083,0.779,92.158,42.033,84246.585,140.114,8.036,7.947,Site-23,2023-04-30
9673,13938.397,358.145,7104.17,0.842,660.532,240.552,475.45,13834.232,57.236,408.853,8.05,1.568,92.221,146.599,46414.333,405.575,9.294,2.861,Site-30,2020-06-22
9674,15772.927,355.679,4067.035,37.117,48.706,70.663,110.231,7657.614,18.826,675.662,7.822,0.972,88.68,148.94,42294.088,401.007,7.918,2.451,Site-50,2022-11-14
9675,14067.608,-20.118,8849.817,14.603,722.704,62.028,257.691,19286.506,43.777,513.82,2.254,1.377,66.318,7.535,69802.968,429.957,7.993,6.516,Site-40,2023-05-09
9676,18123.866,330.405,9313.36,27.806,516.374,344.529,262.228,5996.223,37.554,619.773,9.615,0.824,93.625,43.118,34334.965,400.814,2.24,9.544,Site-46,2022-03-31
9677,16439.125,171.791,8271.198,10.749,397.255,260.717,392.872,2173.53,82.363,427.634,2.017,1.074,46.851,80.901,88401.684,156.191,1.732,5.215,Site-41,2021-12-24
9678,15827.727,161.417,2657.203,32.424,121.746,328.718,335.226,13133.335,94.865,668.371,8.845,1.396,90.529,42.837,97846.45,255.42,6.716,5.421,Site-18,2023-10-28
9679,9946.337,337.878,7091.286,4.244,456.148,194.8,191.911,6943.099,29.998,535.07,3.049,0.111,51.354,106.25,18146.407,451.429,3.119,2.679,Site-5,2022-03-23
9680,3532.001,91.569,9361.746,24.233,335.157,153.307,224.883,2365.096,29.003,427.474,7.498,0.862,73.325,109.262,950.168,427.375,6.921,1.541,Site-4,2023-11-02
9681,18867.676,-33.176,5953.786,49.07,352.29,239.517,87.32,17477.989,74.71,641.719,2.393,1.976,92.631,74.19,28989.245,396.512,6.064,0.83,Site-34,2021-05-12
9682,375.12,503.637,9968.894,48.414,256.46,95.592,333.827,7684.912,22.519,631.469,9.834,0.39,47.724,25.371,68097.294,157.464,8.069,1.178,Site-37,2021-07-28
9683,13437.083,2.142,7705.526,10.696,485.388,122.329,301.67,19767.534,80.924,653.077,7.787,1.666,17.639,185.701,66116.569,307.461,6.46,5.676,Site-28,2021-02-14
9684,16265.582,317.844,7762.479,43.827,529.991,333.302,171.835,6031.779,13.063,597.005,7.716,1.019,61.732,3.308,89751.879,98.616,0.321,0.657,Site-2,2023-09-26
9685,19338.869,147.908,9176.667,20.424,868.645,253.15,344.944,18783.731,22.07,429.463,6.771,0.566,57.454,14.922,64167.915,216.584,1.647,4.546,Site-37,2023-09-20
9686,11072.973,450.033,9543.905,39.752,717.673,342.423,293.925,3310.75,2.716,683.187,8.125,1.168,92.168,20.35,63928.516,267.054,4.05,2.304,Site-17,2022-06-10
9687,15555.605,13.431,3806.122,37.576,484.496,159.997,402.7,6774.55,25.443,631.06,0.883,1.142,86.544,64.355,33977.716,176.002,9.419,1.419,Site-19,2020-07-20
9688,17616.145,560.733,979.762,30.259,46.038,189.934,85.13,7487.848,60.201,601.296,7.467,1.568,6.845,164.633,95631.841,498.009,1.67,5.499,Site-28,2021-10-27
9689,15260.308,219.02,9937.154,48.304,356.286,184.356,25.976,16270.664,23.218,534.093,8.833,0.712,9.097,151.379,10499.546,122.934,1.435,6.349,Site-14,2023-12-21
9690,8365.809,232.951,471.699,6.981,541.654,256.764,425.041,62.261,57.307,672.499,5.941,1.459,38.53,182.721,49292.628,397.607,6.155,0.698,Site-4,2023-09-26
9691,4510.445,94.456,5143.839,29.559,273.596,285.822,279.895,5662.577,11.964,467.465,7.993,0.646,39.553,64.09,12495.793,331.999,1.736,7.851,Site-50,2021-10-30
9692,15330.195,3.012,801.99,28.303,775.493,257.684,47.855,16827.912,70.281,448.641,5.993,0.576,46.576,198.316,5491.216,373.304,6.737,3.961,Site-12,2021-11-28
9693,18794.117,432.088,4743.596,35.651,914.955,91.027,18.451,9869.786,23.712,452.809,0.945,1.724,4.476,159.217,26885.497,375.669,4.365,4.361,Site-33,2021-01-31
9694,15879.91,112.378,5383.133,49.303,77.109,89.675,28.928,19036.456,35.572,555.978,9.02,1.024,14.456,92.102,96403.33,289.675,4.961,9.073,Site-49,2020-09-22
9695,629.208,291.964,886.629,1.557,592.436,184.294,264.287,4108.537,4.513,593.459,3.781,0.261,54.468,148.557,46924.747,248.657,4.569,6.08,Site-5,2020-12-01
9696,9675.435,200.805,5576.043,12.099,713.338,228.139,307.833,18861.841,58.756,410.559,7.886,1.78,2.439,142.888,75995.915,407.001,8.145,0.303,Site-21,2023-03-22
9697,2188.057,85.392,9700.528,43.952,253.124,210.338,466.307,11168.604,12.497,453.623,7.501,1.43,62.235,139.267,14208.88,65.744,6.228,3.694,Site-46,2020-06-06
9698,562.098,413.911,3721.218,28.928,125.781,257.143,111.079,9850.716,66.28,475.296,2.905,1.706,49.776,54.231,41601.04,352.161,3.979,8.325,Site-48,2020-09-03
9699,8204.82,445.623,9496.237,16.942,271.323,122.811,102.823,6558.622,27.534,586.11,9.906,0.088,93.821,37.408,81067.293,466.467,1.135,9.669,Site-44,2020-06-01
9700,949.42,-23.758,8941.187,34.679,556.259,103.373,53.325,16733.596,43.108,577.172,0.799,1.408,56.343,67.131,64370.45,447.7,0.182,1.846,Site-50,2023-11-06
9701,7273.644,207.557,838.995,4.292,712.509,254.446,203.507,15881.318,82.154,626.876,7.399,0.408,40.104,132.814,65680.834,99.142,8.815,0.095,Site-41,2023-11-24
9702,9621.932,293.785,2072.406,21.777,753.074,296.082,60.274,7246.764,15.504,402.679,4.977,0.322,98.397,125.63,34266.986,141.255,2.139,4.891,Site-10,2021-07-06
9703,507.034,263.634,8506.45,3.024,770.195,344.396,443.79,9165.07,22.835,587.902,9.024,0.245,6.298,185.686,63924.107,151.087,1.172,7.985,Site-11,2022-07-02
9704,18238.951,32.949,2738.862,9.031,480.088,124.136,388.147,16840.637,99.535,512.193,6.689,0.464,24.749,69.022,39163.845,175.663,5.751,1.541,Site-6,2020-09-01
9705,923.455,568.31,5588.43,3.552,738.869,131.661,154.982,8848.828,62.924,473.975,5.52,1.798,29.822,164.124,94384.121,5.423,2.522,9.363,Site-46,2020-09-02
9706,3089.998,58.197,4066.562,16.864,781.518,316.531,104.743,18777.838,84.484,451.429,8.803,1.777,86.363,124.123,87312.601,142.906,7.029,7.872,Site-10,2021-09-19
9707,5993.859,406.922,7039.448,38.528,610.628,163.644,162.809,1685.688,53.713,594.76,1.24,0.111,39.355,33.391,97166.98,198.859,7.589,0.628,Site-10,2023-03-10
9708,5066.766,337.376,8077.754,35.877,476.155,269.998,299.911,15699.182,21.901,526.417,4.128,0.141,50.119,88.484,34373.253,284.051,0.362,4.359,Site-6,2022-11-10
9709,4085.049,9.749,4885.898,44.883,670.123,199.179,30.673,6229.161,29.256,639.541,1.541,0.993,97.625,127.213,60215.382,158.621,9.537,5.325,Site-8,2021-11-22
9710,13498.24,227.581,9793.341,15.892,242.784,34.752,263.341,13879.083,44.382,404.302,1.571,0.176,29.433,97.028,7289.848,266.847,0.108,6.059,Site-23,2022-06-29
9711,2711.381,325.099,8225.641,49.776,370.34,241.38,451.175,19740.212,46.284,451.042,4.053,0.957,80.265,74.347,68935.091,209.575,5.131,7.218,Site-31,2020-01-22
9712,15703.207,440.939,4696.168,16.808,12.426,90.518,268.023,7697.413,19.623,518.484,6.904,1.257,99.905,34.633,80790.989,342.209,0.184,8.682,Site-21,2022-10-16
9713,12598.997,144.007,1474.672,20.46,980.143,341.96,287.16,12977.958,96.256,449.714,1.313,0.788,75.911,186.446,24541.579,258.18,8.603,6.498,Site-42,2023-07-20
9714,19363.087,348.025,9996.689,26.091,567.878,156.161,23.16,16996.168,21.647,587.471,4.561,0.738,30.297,115.835,61396.879,404.419,9.16,0.769,Site-33,2021-10-31
9715,301.545,-11.598,1740.219,29.453,152.222,291.566,117.931,15043.889,37.203,512.71,7.201,0.388,36.041,13.157,20070.436,156.442,7.785,3.978,Site-21,2023-10-11
9716,18476.941,108.514,7745.331,36.877,830.909,150.402,244.448,1816.989,21.73,651.621,2.812,0.289,11.676,124.881,24546.098,314.866,5.591,3.984,Site-4,2021-11-03
9717,3200.297,61.01,2135.287,35.075,876.015,162.529,182.366,5626.521,96.871,408.439,2.662,0.928,29.712,107.922,74047.879,343.247,6.387,4.002,Site-47,2022-05-24
9718,19938.037,247.204,188.847,49.324,208.974,158.076,113.636,11222.518,42.844,516.011,8.358,1.002,79.183,87.486,1679.374,302.47,2.693,4.532,Site-40,2021-07-31
9719,15562.707,13.58,4556.467,36.891,40.899,58.428,135.471,7052.491,17.938,685.89,1.787,0.194,57.225,60.546,94868.354,227.22,3.673,4.658,Site-39,2021-11-09
9720,6089.587,-9.559,9745.457,28.253,432.094,14.569,394.486,17723.8,46.538,679.46,2.088,1.205,29.565,31.284,73228.12,436.12,3.909,8.754,Site-48,2020-10-03
9721,2666.972,215.062,1118.383,22.112,272.885,164.115,56.238,9648.368,97.534,532.298,0.948,1.042,19.687,97.414,50077.542,136.442,4.206,1.424,Site-20,2020-10-15
9722,928.563,-40.815,3415.092,34.005,621.443,354.478,63.758,12498.258,10.841,417.559,1.899,1.765,32.826,167.119,73707.086,304.805,9.988,0.752,Site-20,2022-09-06
9723,15890.048,405.885,4972.073,33.767,792.415,356.107,34.535,5096.727,37.229,495.184,2.379,0.814,13.681,172.399,96978.858,77.17,9.317,2.738,Site-8,2021-12-29
9724,14110.928,366.07,2591.741,42.175,640.8,3.143,380.332,643.898,98.588,563.395,8.006,0.861,86.636,145.805,39122.932,427.662,9.901,4.011,Site-13,2020-03-06
9725,2539.305,358.917,2920.929,24.785,898.226,113.332,97.913,5900.978,1.03,594.98,2.064,0.256,82.888,43.492,86119.297,381.46,0.233,8.39,Site-34,2021-12-14
9726,15556.83,417.51,9435.43,30.287,389.566,90.816,97.148,2338.968,96.603,525.092,4.606,0.908,42.488,88.149,57754.058,333.221,1.605,3.398,Site-36,2021-04-05
9727,6986.162,434.601,7112.756,49.388,632.321,298.564,72.201,801.613,69.0,474.136,6.193,0.88,3.192,100.079,71393.069,78.273,4.5,4.196,Site-15,2022-09-29
9728,13045.301,402.214,4744.934,29.31,195.271,217.691,108.662,3612.192,92.219,623.661,6.931,0.654,45.467,45.083,60895.911,349.583,8.524,5.82,Site-23,2022-12-17
9729,7905.842,146.598,7509.874,0.039,485.854,80.333,374.134,5388.46,80.409,542.154,9.801,1.684,46.773,114.049,25616.324,133.129,5.352,2.099,Site-40,2020-09-21
9730,6509.311,114.325,2283.28,35.045,785.884,202.288,291.017,5759.22,50.137,673.504,8.519,1.844,93.509,42.867,47537.387,10.11,7.538,2.792,Site-24,2022-04-14
9731,430.36,29.348,7758.359,45.583,4.35,247.392,382.112,11397.629,11.227,437.849,6.81,0.632,67.765,56.513,20229.26,399.948,7.775,9.433,Site-34,2022-09-14
9732,7926.729,333.867,4700.566,27.98,162.228,163.044,297.522,2593.001,41.732,486.904,6.15,0.114,44.078,97.076,11712.718,120.338,3.7,2.7,Site-46,2021-05-17
9733,14666.197,449.859,8267.233,6.206,430.904,210.019,228.372,16413.554,25.762,467.34,1.456,1.056,16.699,80.504,94818.399,499.034,9.654,1.681,Site-27,2023-08-11
9734,4117.695,375.459,9189.438,32.064,666.53,123.524,32.885,4306.684,30.115,406.58,6.177,1.524,96.578,139.249,1685.085,366.034,6.087,6.021,Site-15,2022-01-28
9735,3157.998,101.191,6541.848,21.877,853.964,72.711,235.414,6661.246,65.662,583.616,5.741,1.067,10.839,85.117,68706.47,458.88,2.44,2.118,Site-2,2021-10-21
